video_id,view_count,like_count,dislike_count,favorite_count,comment_count,published_date,title,category_id
QNh18bRw_0k,4837021,6304,148,0,217,2014-01-31T13:38:39.000Z,[PRIVATE] Dale Earnhardt Jr. Call | Diet Mountain Dew Commercial,24
MX145Tu4MHY,33283866,21372,9841,0,3977,2010-09-16T15:55:17.000Z,Best Beer Ad Ever - Thirsty For Beer HD,1
i6O98o2FRHw,1091925,3990,146,0,239,2010-06-08T06:05:41.000Z,Elevator Pitch Winner,27
5AuLkMBAFZg,2344602,13212,532,0,3839,2007-06-23T23:45:36.000Z,"Don't Put It In Your Mouth (Full Version\, 1993)",24
Ejf8lk9nYH4,5929659,2244,100,0,88,2016-01-29T15:29:36.000Z,Subaru Dog Tested | Subaru Commercial | Phone Navigation,2
iZIHSn1ILxs,401131,404,52,0,118,2008-02-03T05:21:56.000Z,"Coca Cola Super Bowl Television Commercial \JINX\""""",23
w4kHmbZTvyI,1407130,3281,455,0,1385,2006-12-17T14:09:39.000Z,Somewhat disturbing Kinder Surprise advert from the 80s.,24
gm_n76Dsl0c,1420592,3159,225,0,466,2006-08-03T04:28:00.000Z,Burger King -  Chicken Fries Commercial,23
g7xSwrdkOMM,276985,288,1,0,27,2015-10-09T08:50:51.000Z,Yours Clothing AW15 TV Advert | Fashion Freedom is #ALLYOURS,26
dNjIpip6e3A,268986,546,290,0,7,2015-10-18T05:58:13.000Z,The New Holden Commodore VFII | Holden Australia,2
B-XHdkCsc5U,362138,274,7,0,NULL,2009-10-23T08:50:33.000Z,Silly Students In A Nanjing University Elevator - HP Viral Video Advertisement,22
#NAME?,3466543,42299,677,0,935,2015-09-21T10:01:00.000Z,Ryan Reynolds Tries to Build an IKEA Crib | GQ,24
QXAYIYdvnys,154353,10,2,0,3,2016-02-05T07:48:26.000Z,KulaCupertino,22
hFYCjZvv8y4,592963,123,27,0,0,2015-09-02T09:57:41.000Z,NESTLÉ EVERYDAY – Tea’s Perfect Partner,1
7GKuZu9xkj0,1485791,204,77,0,18,2016-08-14T12:50:04.000Z,Dettol Antibacterial Original Bar Soap,22
r3idOGxm3FA,4042369,25,0,0,2,2016-03-29T16:12:52.000Z,Franklin Templeton #GoodEMI TVC Chase 1,27
n1ClxdeiIUg,205624,3,3,0,0,2016-01-28T15:22:37.000Z,Driving - AMERICA'S TIRE,2
lfABnAS5i9Q,1588647,2450,184,0,352,2007-11-19T23:26:41.000Z,Farting Squirrel commercial A Fresh Air Explosion,23
BntPVmeo7ro,239007,1814,18,0,123,2010-04-30T10:38:15.000Z,[Lee Min Ho] Binggrae Banana Milk CF v1[30s].flv,22
mulAi7cno2Y,2756294,6662,155,0,810,2008-07-04T03:54:16.000Z,Roger Federer Nike Ad - AWESOME!,22
#NAME?,530067,733,274,0,769,2011-01-31T18:15:50.000Z,Barbara Bush for HRC's NYers for Marriage Equality,29
wTfBWIJ8xQo,231061,1241,15,0,25,2014-05-02T21:49:59.000Z,Neymar in Brazil - Volkswagen TV Commercial,2
0tteHhYh9rU,261407,228,13,0,92,2009-01-29T16:47:11.000Z,Live With It- TV ad,2
P9LHzVEPodg,11809695,158142,4819,0,17138,2016-06-12T18:38:25.000Z,FIFA 17 - The Journey - Official Trailer,20
7jXUWe3MV_c,279615,415,81,0,240,2009-12-07T02:28:06.000Z,Snack Time Cabbage Patch Kid by Mattel,24
xeo9mVnuuWo,273123,313,20,0,63,2010-12-18T14:56:45.000Z,Bud Light Commercial - Close Encounters [HD],1
#NAME?,551835,7,64,0,NULL,2016-01-08T19:29:43.000Z,Vote4Energy Jobs,27
8zOgbkg6Akw,415450,56,11,0,3,2015-03-25T16:12:18.000Z,Hitachi iCARE Television Commercial,24
bCxiuuJVT-8,450184,781,37,0,346,2006-09-27T04:06:54.000Z,Big Red Commercial,24
azJEx1URHsI,1764676,622,192,0,111,2012-02-08T17:04:40.000Z,DC SHOES: WOMEN'S SPRING 2012 COLLECTION,17
biEjueDCnqM,255761,1,0,0,0,2016-02-11T17:01:37.000Z,NMH Access Video version06C 854x480,22
mh6vHoyBs58,630448,4850,217,0,880,2010-02-12T07:27:41.000Z,Drake Sprite: The Spark Commercial,24
ghex3MkcoJw,869485,395,60,0,53,2006-11-01T23:14:44.000Z,Farting Dinosaur Milk Ad,23
dUig9IAwggM,1668187,13832,293,0,908,2014-04-12T03:37:21.000Z,Alton Brown's Mustard Caddy,24
HtYOm59fys8,2907920,72085,649,0,1171,2015-11-15T23:43:17.000Z,Paranormal Snacktivity,23
7nr-irGW9bw,194521,350,14,0,66,2016-02-10T11:01:05.000Z,I Can Do It In 2 Minutes - Red Cross PSA - Official Video,24
NFg3HBMJyV4,1475170,1445,71,0,94,2006-08-22T15:51:55.000Z,Funny budweiser dog commercials - Superbowl,24
xK9KHSYmDRQ,677735,1665,72,0,206,2015-02-12T22:37:14.000Z,Girl Scout Cookies - Leafly Strain Spotlight,27
UU0SP91D9Js,536473,1147,152,0,233,2008-09-18T19:56:58.000Z,Don't Give Up,27
1WlRcXIO5ik,2387575,3540,103,0,454,2008-11-02T18:28:36.000Z,Barclay card advert- waterslide 2008 [HQ],24
Bdegk_3T2K0,498778,194,5,0,39,2016-02-23T22:16:10.000Z,MMLC Mega Launch Trailer,22
Pc5gHm8Po20,945492,820,53,0,56,2007-01-14T15:27:13.000Z,David Beckham - Adidas Ad,17
0A43tb18T8Y,314871,214,17,0,12,2006-12-20T14:54:04.000Z,funny golf car commercial,17
VRrMu7B1L2I,841572,629,45,0,88,2007-01-30T12:51:56.000Z,Career Builder Monkeys Super Bowl XL Commercial,23
d4rxwT7TwXg,125501,0,0,0,0,2016-01-26T08:16:09.000Z,"Classic memories reappear on the phone \,  Pokemons are waiting for you to capture again",20
QrnoERrXXAQ,847915,190,15,0,NULL,2015-08-28T06:59:23.000Z,Little Live Pet Lil' Turtle,22
NjFnoU0IJrE,261257,346,23,0,20,2010-06-10T01:06:38.000Z,Road Safety Campaign Film HD - teen-anti speeding UK,27
Jtakqt3Jygk,682410,167,14,0,16,2015-07-02T04:54:47.000Z,Beados Gems DR Commercial,22
VX5au0LOJp8,768054,1596,68,0,182,2010-05-10T20:36:09.000Z,I'm on a Horse - Old Spice Commercial,15
MsmxhpjYa5o,1497761,35,6,0,0,2016-01-18T21:41:30.000Z,Ixia Overview,28
5ecTR_nQzkg,474075,21,2,0,2,2016-02-10T21:02:38.000Z,Emil & Sandy Corsillo of The Hill-side,24
Gz-sC-vSIXk,1118922,1799,1118,0,944,2006-02-26T08:57:15.000Z,"car commercial - sun roof feature\, cat gets a suprise",15
ObdSno1uoQs,1165997,4273,129,0,641,2008-04-07T18:11:53.000Z,Coca-Cola Commercial ft. Tyrese Gibson (1994),24
E4_ygnUilm4,276571,661,12,0,50,2007-03-17T00:38:25.000Z,Funny Thai coffee commercial 3/3,23
7ks-zhWCA_Q,817066,2341,53,0,215,2016-02-03T19:28:07.000Z,Pokémon TCG: XY—BREAKpoint Expansion,20
kfrZnIx2VFE,393675,1085,31,0,59,2010-05-02T23:29:46.000Z,Heineken - Men With Talent - The New Commercial 2010,24
287EUNf3yAk,2717156,317,12,0,59,2015-12-04T11:30:52.000Z,Cardfight!! Vanguard G GIRS Crisis Promotion Video,1
hQmqe4Esq_A,139698,96,33,0,14,2016-02-20T16:00:01.000Z,Hashtag Bag at Disney Springs | FHO | WDW Best Day Ever,24
r5vgDdzJ_So,2707889,2417,198,0,225,2016-06-07T01:26:42.000Z,Grossery Gang OFFICIAL TV Commercial 30s,24
J3POpdFlxWE,584389,701,125,0,208,2007-01-15T04:42:21.000Z,Funny Anti-Smoking Commercial,23
zwY6acYYO3o,381395,890,100,0,143,2009-12-21T10:35:07.000Z,Lowrider - Burger King -Funny,23
nazd-KgCjVI,852110,7065,176,0,1059,2013-10-15T18:19:03.000Z,Cookie Cat  | Steven Universe | Cartoon Network,24
Ht3HsVs9alo,1417106,5756,470,0,161,2010-11-14T11:12:26.000Z,Banglalink DESH 5 TV commercial,1
gQPN3UKQM-U,854159,2750,101,0,662,2008-03-03T03:37:32.000Z,Dr. Pepper Commercial - I'M A PEPPER - David Naughton,24
PGkHLhnHEb0,1506064,1597,36,0,114,2014-03-03T20:31:44.000Z,The Retro Shop | Reebok Kamikaze | Episode 3,17
_E3VBQa-nAU,408389,37,20,0,13,2016-06-15T15:39:31.000Z,Panasonic LUMIX TV Ad 2016 - Capture unmissable moments with 4K Photo,28
rfTDkbIfMvA,1417425,165,138,0,3,2016-01-29T18:07:12.000Z,Simple Inspiration with Savannah Bee :30,24
pnyo92tqh3g,2454334,1936,688,0,150,2016-02-17T23:47:13.000Z,Lindsey Vonn Doing Naked Pull Ups at Sports Illustrated Shoot,17
UYTrnuXHces,2663748,140,123,0,28,2015-03-02T04:51:56.000Z,Vodafone Phone Relay HD Ad,1
RzFMm6I--zc,1946104,NULL,NULL,0,NULL,2015-03-19T16:09:56.000Z,It All Comes Together Here. Commit to Pitt.,27
JOOfRE4m7PE,1148824,551,140,0,29,2011-04-08T22:20:12.000Z,Condom - The Chase,24
6AR0xq6g5Uo,2508838,26,0,0,4,2015-09-30T20:24:03.000Z,#EpicFinish :15 | Finish Line | Big Sean | Anthony Davis,26
pXI340MQ2-o,413724,14,12,0,3,2012-03-29T18:00:09.000Z,New Aviva 'Dilemma' car insurance TV ad featuring Paul Whitehouse as metal detector Eddie!,2
X5vjQQXauD0,582572,2698,172,0,426,2007-10-31T02:17:59.000Z,The Burger King Triple Whopper Commercial,23
2v7lsnPvgtI,1389128,NULL,NULL,0,NULL,2016-06-16T13:19:13.000Z,BREVILLE SMART OVEN 2016 TELEVISION COMMERCIAL USA,26
tjgtLSHhTPg,508830,1897,60,0,140,2010-05-24T02:11:08.000Z,Apple - Here's to the Crazy Ones (1997),28
6IweE9qcQZ4,66375,1,0,0,0,2016-02-05T16:05:14.000Z,Sugar Land Hospital's New Family Birthing Center,29
L4mP9pR-mzU,303576,518,48,0,55,2012-01-29T22:28:55.000Z,"SNICKERS 'INNER DIVA' ADVERT\, ITV1\, 28-01-2012.",24
xhH2r3mKFeI,749358,4738,45,0,247,2012-09-11T01:15:54.000Z,Best radio commercial,23
tLzfc7Ba12k,42440,0,0,0,0,2016-02-11T19:10:48.000Z,Sterling McCall is turning heads during our Double Take Sales Event!,2
6PKAv5OPf40,936388,1372,90,0,149,2015-06-30T02:27:35.000Z,Shopkins Scoops Ice-cream Truck Official TV Commercial,24
Hqhn3eiNTr0,1516625,458,87,0,95,2015-01-13T15:49:51.000Z,#LetHawaiiHappen: Boy Meets Girl on Oahu,19
ZBLkTALi1CI,4009886,261,66,0,118,2016-02-01T15:13:35.000Z,Littlest Pet Shop Toys - 'Over 150 Collectible Pets!' Official T.V. Spot,24
jqDrvC3E9kw,11449063,106768,6945,0,5970,2015-12-23T14:46:13.000Z,Clash of Clans: Koopa (Official TV Commercial),20
5Xwg7tQjXsk,9146541,1631,100,0,NULL,2015-12-14T14:52:19.000Z,"NERF -  'Mega Rotofury Blaster\, Zombie Strike Doominator & More!' Official T.V. Spot",24
wi-SZOU1S-s,502087,814,26,0,156,2007-06-13T23:52:32.000Z,funny soccer commercial,17
0gjRzLqXijQ,440768,14482,61,0,287,2013-08-20T20:07:42.000Z,I'm in a Commercial!!,23
Bp4tUXc5wZo,518090,715,210,0,100,2016-06-18T03:52:57.000Z,Raymond - The Complete Man Saluting Single Mothers this Father's day,26
g0qawngQi6Q,1314479,240,175,0,72,2009-01-30T07:08:19.000Z,Veggie Love - PETA's Banned Super Bowl Commercial,24
6YEoYGArMas,1704500,5220,437,0,1553,2010-12-29T18:17:20.000Z,Hard-hitting car crash video,25
#NAME?,16591238,NULL,NULL,0,4,2015-09-04T22:25:49.000Z,Game of War: Unite the World,20
uHsLu6X1vys,287376,95,62,0,7,2016-02-09T15:12:21.000Z,Six-Star Style: Wish You Wear Here...,26
ptbJZ9HBw2k,1169739,1473,79,0,1434,2007-03-05T00:13:28.000Z,1989 - Centel - first cell phone ad!,24
qU5SVyxmW-k,1732723,6,2,0,3,2016-01-21T17:53:13.000Z,Why Do You Need 20/20 Vision When Feeding the Dog? (Short Version),27
iNDaTA3u6-g,7965537,15,8,0,1,2016-01-29T15:31:18.000Z,General Doingit PSA: 15,25
Bp1KfEGUzZo,271318,843,9,0,162,2011-02-11T19:18:58.000Z,PUMA Faas TV Spot #1: Blam! Blam!,24
jlLJR4xj9p0,256208,52,3,0,1,2015-12-18T22:49:41.000Z,Taco Pizza Rolls,22
9grrfloJCgc,24166705,NULL,NULL,0,1,2015-10-01T22:59:55.000Z,Game of War: Office Army - Strategy MMO,20
3T_xq0U5D5Y,2053510,NULL,NULL,0,0,2015-04-27T16:34:18.000Z,"Sandals Resorts - \Wallet Limo\"" Commercial""",19
qbBLDBohgrY,260424,214,20,0,14,2008-02-04T02:10:04.000Z,eTrade Monkey,24
gugjMmXQrDo,997450,5757,102,0,342,2012-06-22T03:58:25.000Z,Kids ask for light in 'best ever' anti-smoking ad,27
kF89VnRrWr0,275864,2475,106,0,236,2007-03-21T20:17:49.000Z,Get Your Tax On:  The Tax Rap,23
3KHSWaEamQc,114036,1,0,0,0,2016-01-21T18:01:23.000Z,"Add it to Your Highlight Reel | Sun Valley\, Idaho - Winter 2015/2016 ‬",19
kpjbhe5HJaE,456887,666,29,0,1,2014-04-09T10:58:06.000Z,Garmin presents the challenge with Edge 1000,17
ILQq5hQhHYY,551482,3683,1255,0,677,2016-02-04T17:00:01.000Z,Far Cry Primal Trailer - Live Action #1 [NA],20
6h3G-lMZxjo,6622095,10708,3218,0,23431,2007-03-05T17:52:15.000Z,Vote Different,25
sch_WMjd6go,2070242,8154,850,0,NULL,2015-01-09T07:44:39.000Z,I saw your willy – NSPCC,29
moPBR6os8Z0,266089,203,19,0,75,2007-04-28T19:45:51.000Z,Under Armour Commercial Featuring Steve Spurrier,17
LwabxgoSGZY,2490693,4702,286,0,630,2012-01-04T15:00:47.000Z,Yoda vs. Darth Maul - Brisk Star Wars Commercial,1
cp1DMQ-x33k,898682,2818,34,0,461,2007-02-16T08:37:57.000Z,New NHL Commercial Road Trip,17
zkd5dJIVjgM,11958072,66000,1113,0,6083,2010-10-07T21:42:48.000Z,"Sesame Street:  Grover Stars in \Smell Like A Monster.\""""",24
ulECncwlNMQ,10270317,171,74,0,21,2014-12-02T18:57:01.000Z,TEMPTATIONS® Treats for Cats- Jumpy Commercial (15 sec),15
9Mj3mvkIyg8,63322,10,0,0,0,2016-02-25T16:22:57.000Z,BRIGHT STAR: Now on Broadway,24
7Ac2cZPOD00,460359,586,15,0,76,2008-12-24T12:44:02.000Z,Peyton Manning - Gatorade Commercial,17
PaXPMCoC6zA,1453816,8883,380,0,972,2016-01-26T16:56:16.000Z,How Did the Mountain from Game of Thrones Get So Damn Huge? | GQ,24
vh_EwI8pjQU,804208,1087,32,0,798,2011-05-31T21:18:32.000Z,NBA 2K12 Finals Commercial,24
hro4AdTYiTA,649071,1309,63,0,255,2009-04-04T18:56:17.000Z,R White's Lemonade Advert (1973),22
yICX_ZQ86Mw,10021408,14004,6293,0,NULL,2015-09-30T08:15:48.000Z,"Cadbury Dairy Milk - Badhti Dosti Ke Naam\, Kuch Meetha Ho Jaaye",24
__uCQMKry3w,144680,1,2,0,NULL,2016-02-23T23:27:31.000Z,Inconvenient Fact: Support for Ethanol Mandates Crumbling,29
qV3PhvCf_Jg,4225686,62969,34654,0,28935,2014-10-16T16:53:07.000Z,HATRED Gameplay Trailer,20
kOSsIIxQ_dE,220269,242,127,0,NULL,2007-05-30T14:44:39.000Z,Greenpeace Global Warming Ad,25
pkRfPx--R44,656821,570,86,0,30,2010-03-09T13:00:15.000Z,"Paddy Power - \Shower\""""",1
oRdpoJFPQjI,2908313,25,2,0,1,2015-09-29T16:07:03.000Z,Nadex Binary Options - A New Way to Trade,27
EQtwo0xPvK4,411084,607,66,0,293,2012-10-10T13:29:58.000Z,Selecta Cornetto Black & White - Dubstep,24
MkpUGyWQlV0,1565614,5395,304,0,241,2015-07-06T20:30:05.000Z,Pokken Tournament Opening Intro Trailer (Pokemon 2015 / 2016 Game),20
D9_WzE28IwE,9411827,728,567,0,8,2015-03-20T13:03:05.000Z,5 Gum – Tattoo,24
EZ5MxR80uYw,796455,5,7,0,2,2013-08-02T15:09:57.000Z,GOLD 15sec QEVY3207,22
f_SwD7RveNE,1781725,7840,604,0,2635,2006-07-08T17:46:23.000Z,HEADON!  Apply directly to the forehead!,24
VJwFUNHtCJQ,1535259,14399,311,0,3512,2007-11-06T07:49:56.000Z,Super Mario Got Milk Commercial,24
487-TyrRkfE,579383,569,81,0,33,2013-08-13T05:56:30.000Z,The Ugglys Official TV Commercial,22
U3jgo5ea_zc,1298120,3283,113,0,522,2006-10-14T14:43:19.000Z,"Time for Timer PSA: \Hanker for a Hunk o' Cheese\"" (1970s)""",24
f1PNQwHZuJc,714644,2496,43,0,241,2011-09-24T12:04:34.000Z,﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿2012 Toyota Hilux Australia Unbreakable,2
d2QNuDUTocE,1744601,3070,195,0,89,2010-08-31T07:18:41.000Z,Blind Double Date Fart Commercial (HQ),23
VWPlZSL9ZMc,555285,747,155,0,97,2011-06-22T11:51:02.000Z,Car Advert (Scary Face Popup),1
OWOBAD4OKwA,1165895,4,1,0,0,2015-09-24T09:50:47.000Z,A sneak peak of David Beckham – The Interview,26
wEKFJWdJ5jg,706057,NULL,NULL,0,126,2012-05-22T01:07:33.000Z,Nike Better World - The Making of Nike Football National Team Jerseys,17
y7ROJjWS2L0,4680707,121,64,0,5,2016-08-02T16:08:30.000Z,ZonePerfect: Snack & Rally - Super Moms Commercial :15,22
oRValgHDvxE,1257163,4475,150,0,NULL,2014-06-06T16:59:24.000Z,World Cup 2014 - Kick the Habit - English,29
b-CJNGx_Q0A,297819,114,12,0,29,2014-03-05T10:38:12.000Z,Homebase 2014 Home advert,26
G1kkx2m-JSg,297811,1053,29,0,428,2006-09-05T00:43:34.000Z,Big Blue Marble - intro,1
tO0L-7lkhPM,437728,2,0,0,0,2015-12-17T14:36:07.000Z,IT’S ALL ABOUT THE PIKE IN ONTARIO,19
qQYe6KGAJ5E,3614811,3239,1302,0,65,2015-11-30T21:43:39.000Z,"ThatTutorGuy.com -- The best math and science videos on the web (no trial\, find your class!)",27
_T5FcBB9GIw,1155163,329,10,0,178,2016-02-26T18:11:45.000Z,Copa America,17
obdd31Q9PqA,3373397,16320,147,0,904,2007-12-27T14:39:42.000Z,Warhawk Matt Scott in Nike 'No Excuses' Commercial,22
2nwRiuh1Cug,4395418,59923,7738,0,13497,2016-01-21T13:04:47.000Z,America | Bernie Sanders,25
D_Uhig7L22c,708532,10,3,0,0,2015-09-28T07:01:02.000Z,Saving Sight (:30) | The Toyota Effect | Toyota,2
MX3P_fcgtHM,2164247,1197,40,0,17,2014-01-13T18:00:49.000Z,Subaru Dog Tested | Subaru Commercial | Turn Signal,2
vJGh-7EKXhE,422512,101,29,0,40,2008-07-31T20:40:35.000Z,Banned Lynx Jet Commercial,24
UzPq0hDdDhs,463733,1120,12,0,239,2010-07-04T20:29:55.000Z,Alberto Contador & Andy Schleck In It To Win It,17
rm6d2oy8GRk,225223,612,76,0,324,2009-04-07T04:16:37.000Z,Burger King Spongebob Commercial (HD) - Extended,24
pOEAvEklvNA,911777,1557,2476,0,NULL,2016-03-15T12:01:05.000Z,Airtel 4G India's Widest 4G Network : Shimla,10
TYWMe7cTsRs,351683,1216,53,0,603,2010-10-23T20:32:25.000Z,Domestic Violence PSA,29
g6QJybQBjyM,294457,1053,40,0,95,2013-10-27T07:52:05.000Z,New Zealand Drug Driving Ad.. Chinese Store,22
Cq96VAnp7r8,501621,34,33,0,0,2015-10-01T01:38:33.000Z,HCA East Florida -- Miami-Dade County -- 30 second spot,28
yfp2Bg6iUdY,455790,1567,18,0,354,2009-06-17T16:19:13.000Z,Mentos commercial (Traffic light) from the 90s,24
LVrQmgihkQI,723833,59,3,0,9,2016-01-27T17:07:52.000Z,Rebtel - Speak Freely (CENSORED),28
CJERLygAda0,513199,19,23,0,NULL,2014-10-24T20:30:25.000Z,Repair Sensitive Teeth | Sensodyne® Repair & Protect Toothpaste,22
0B79RkBxSgU,1356708,4577,79,0,8,2011-04-18T22:49:21.000Z,David Beckham Sofia Vergara Diet Pepsi Beach Twitter,24
TsQXQGaasUg,796465,2457,67,0,214,2006-04-09T22:37:03.000Z,Spike Jonze Ikea ad,24
99iAONlvpbw,863945,4192,842,0,728,2015-07-24T16:00:03.000Z,Worst car in the world? The 2015 Tartan Prancer from Vacation,2
YbKLOybMb30,388703,4,5,0,2,2016-02-11T22:27:43.000Z,How to Flu-Proof Your Office,24
esLy0y01fAc,2817050,NULL,NULL,0,153,2015-05-01T13:34:22.000Z,Happy 10th Birthday to YouTube!,15
C7kmm16PoDY,5135036,4182,1158,0,109,2013-02-12T02:08:20.000Z,Iron Man - MARVEL / Burger King (Mach 1),1
lLblbGzXQGY,565277,413,34,0,26,2015-07-01T03:25:40.000Z,Hyundai | CRETA | The Perfect SUV | Teaser Television Commercial (TVC),2
YR5YJ3qzIx4,1195937,3397,110,0,1126,2010-01-15T01:39:49.000Z,Taco Bell 1979 TV ad,24
gYQbQmtA6IU,533837,209,12,0,18,2011-04-15T23:06:40.000Z,Cindy Crawford in Pepsi Super Bowl commercial 1992,24
sm9uHf9sm6c,258118,117,27,0,8,2014-11-12T08:06:47.000Z,"NESCAFÉ Ad \Creating Friendships\""""",24
EJtZiGb5nEU,575342,478,48,0,54,2014-07-01T13:27:14.000Z,How the SWASH® 10-Minute Clothing Care System works,22
_u0WOqjJTcg,1755650,1247,1152,0,117,2016-01-07T08:59:56.000Z,Seven Knights : Official Promotion Trailer,20
J-QipXhQM5M,2846187,172,26,0,60,2013-04-12T13:53:46.000Z,Make Sure You Have What It Takes,28
7Cqz-S8Phv8,273925,265,10,0,48,2006-09-04T12:48:31.000Z,Tommy Lee Jones TV commercial 1,24
hm0BD1pP4gc,2013621,NULL,NULL,0,NULL,2014-04-28T23:13:27.000Z,Muscle Pain? Bruising? Try Arnica Gel By Boiron,27
oLLbt0jyqDA,566985,783,148,0,80,2013-08-04T14:11:35.000Z,Samsung smart tv funny commercial,23
Q4rR0BbTBPk,576111,246,45,0,14,2015-07-06T11:21:00.000Z,"Amazon.in #Aur Dikhao\, India's Largest Home & Kitchen Store*",24
0QkZL3l1t-w,396876,3880,1081,0,1231,2016-01-31T19:32:49.000Z,Donald Trump Epic Ad,24
I0dq4sTLcIc,2197660,14,1,0,2,2015-09-30T20:23:57.000Z,Anthony Davis x Finish Line | #EpicFinish,26
SP8E6ouSiC0,330938,1098,34,0,149,2009-05-22T09:43:06.000Z,Cadbury's Gorilla 60 second commercial,24
jhFqSlvbKAM,150801351,271763,10775,0,20764,2013-12-03T22:26:59.000Z,Kobe vs. Messi - The Selfie Shootout - Turkish Airlines,19
YrtMUonPErU,362273,837,24,0,284,2011-01-07T20:44:45.000Z,TED WILLIAMS KRAFT COMMERCIAL,10
j7OHG7tHrNM,1532393,5624,218,0,610,2007-05-01T05:10:47.000Z,The Crying Indian - full commercial - Keep America Beautiful,22
bTwWShYxcoU,81906,NULL,NULL,0,NULL,2016-02-13T01:59:43.000Z,Name Change | Gary Gates for Texas,25
kZV01QAcl20,763929,1202,160,0,197,2013-05-15T08:23:00.000Z,Cristiano Ronaldo Official KFC Arabia TV Ad,24
INyo5ctzmGo,306662,749,29,0,79,2008-04-11T18:06:19.000Z,Zürich Chamber Orchestra | Roller Coaster,1
bfs8hVNvVik,1012448,1157,51,0,59,2010-02-23T20:36:01.000Z,Original Tyco Doctor Dreadful Food Lab Commercial,24
KxmtYdEWVzo,3020449,52534,1368,0,14899,2016-07-23T02:17:41.000Z,Sonic Mania - 25th Anniversary Debut,20
nzHihXOiNqk,330795,450,14,0,69,2016-01-15T16:10:50.000Z,"TravelSupermarket \Towel Drop\"" TV Advert""",19
h6Hq_MOFJDA,3437837,13318,385,0,1466,2013-08-12T02:12:35.000Z,Giant Playing Cards,24
Vjn2JKrlkcU,273740,374,13,0,135,2007-08-25T21:41:09.000Z,NZ - Mate - You're a bloody idiot,2
uwDDvP8Yssc,1180882,119,14,0,136,2016-08-13T05:52:10.000Z,#DewmocracyPH: Nasa inyong kamay ang kanilang tagumpay!,22
giGkt5oAhT0,271186,500,69,0,588,2008-09-16T15:07:53.000Z,'80s Anti-Drug Commercial - When I Grow Up,1
XeK3VLmwatU,35398133,15337,3467,0,2562,2008-10-06T12:19:44.000Z,Tuch girl's ass in the bus,24
zmI_uwjTuY0,1410543,1839,516,0,96,2015-02-17T07:48:49.000Z,"Mr Cookie TVC Nusrat Faria\, Arefin Shuvo",29
kkiz1_d1GsA,447831,186,224,0,192,2006-10-22T22:33:52.000Z,Harold Ford Jr not for Tennessee,23
2G0loI0Jn5M,1074669,1180,55,0,270,2006-12-11T06:15:07.000Z,Sprint - Peyton Manning Commercial,17
56D1U2G_ueg,103490,13,5,0,0,2015-12-19T23:33:25.000Z,Blink: Smart HD Home Monitoring Made Simple & Affordable,28
Yqz3eT_fzVY,2035456,18,32,0,6,2015-11-20T16:03:05.000Z,Buying New & Pre-owned Clothing Online,26
